timestamp,ax,ay,az,gx,gy,gz,activity
29220, 1.000000, 0.304077, -0.545044, 0.830933, 9.704590, -21.972656, -18.920898,right_down
29240, 1.000000, 0.311157, -0.564575, 0.842529, 16.784668, -25.024422, -23.132332,right_down
29260, 1.000000, 0.315063, -0.561035, 0.835571, 25.878914, -27.282722, -28.442390,right_down
29280, 1.000000, 0.318237, -0.486938, 0.833252, 25.024422, -29.541023, -32.470703,right_down
29300, 1.000000, 0.318359, -0.453491, 0.807861, 3.967286, -32.104492, -33.630371,right_down
29320, 1.000000, 0.352783, -0.459106, 0.783813, -9.216309, -35.949707, -34.606934,right_down
29340, 1.000000, 0.384277, -0.464233, 0.727417, -4.272461, -39.306641, -37.109375,right_down
29360, 1.000000, 0.402832, -0.407471, 0.671997, 5.920412, -40.100098, -37.414551,right_down
29380, 1.000000, 0.418091, -0.358887, 0.605835, 7.385256, -38.696289, -35.095215,right_down
29400, 1.000000, 0.390259, -0.316528, 0.474121, 19.226074, -35.095215, -31.860359,right_down
29420, 1.000000, 0.359741, -0.103882, 0.213623, 5.126953, -27.221687, -17.883301,right_down
29440, 1.000000, 0.661499, -0.124512, 0.146240, -51.757828, 11.169437, 16.174316,right_down
29460, 1.000000, 0.623413, -0.475342, 0.207275, 13.671879, 78.369141, 41.381836,right_down
29480, 1.000000, 0.420532, -0.401123, 0.442871, 109.680206, 143.920898, 49.194351,right_down
29500, 1.000000, 0.254395, -0.225830, 0.804443, 103.576691, 175.231934, 52.856461,right_down
29520, 1.000000, 0.133057, -0.327637, 1.274170, 46.997086, 148.864746, 53.894058,right_down
29540, 1.000000, 0.068848, -0.535400, 1.711792, -4.943848, 35.766602, 23.193367,right_down
29560, 1.000000, 0.092651, -0.615845, 1.715698, -12.390141, -37.658691, -8.361816,right_down
29580, 1.000000, 0.118286, -0.501709, 1.503418, -14.160160, -84.716797, -28.198250,right_down
29600, 1.000000, 0.231201, -0.399780, 1.209351, -21.667480, -103.698761, -32.165527,right_down
29620, 1.000000, 0.400391, -0.346680, 0.936279, -19.348145, -99.365265, -25.390633,right_down
29640, 1.000000, 0.496704, -0.328735, 0.717651, -7.995607, -80.993652, -13.732914,right_down
29660, 1.000000, 0.525024, -0.338501, 0.607178, 5.249023, -56.762711, -2.624512,right_down
29680, 1.000000, 0.497681, -0.366455, 0.584839, 11.169437, -32.531738, 4.882813,right_down
29700, 1.000000, 0.455078, -0.366699, 0.621460, 1.525879, -13.977055, 7.568361,right_down
29720, 1.000000, 0.425537, -0.432617, 0.675171, -12.817387, -2.319336, 5.310059,right_down
29740, 1.000000, 0.427124, -0.506958, 0.775391, 5.432129, 4.394531, -4.882813,right_down
